antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
Garlic Bread,"Wireless Mouse, Pasta",0.182775,0.016918,0.013036,0.0713226644781835,4.215785818547321,1.0,0.00994381255,1.058582957069383,0.9333981445884072,0.0698393309653535,0.0553409221999625,0.420931458731585
"Wireless Mouse, Pasta",Garlic Bread,0.016918,0.182775,0.013036,0.7705402529849865,4.215785818547321,1.0,0.00994381255,3.5615179160226704,0.7759233702898244,0.0698393309653535,0.7192208424668683,0.420931458731585
Burger,Large Fries,0.109005,0.182826,0.084006,0.7706618962432915,4.21527515913104,1.0,0.06407705187,3.5631846021840863,0.8560851213240195,0.4042150848069288,0.7193521774350278,0.6150739824821853
Large Fries,Burger,0.182826,0.109005,0.084006,0.459486068721079,4.21527515913104,1.0,0.06407705187,1.6484218970856104,0.9334212330227034,0.4042150848069288,0.3933591868877817,0.6150739824821853
"Notebooks (Set of 5), Wireless Mouse",Blue Pens,0.016776,0.18269,0.012919,0.7700882212684788,4.215272983023038,1.0,0.00985419256,3.5548852890847806,0.7757819583374188,0.0692533248993551,0.7186969708782209,0.4204018204158366
Blue Pens,"Notebooks (Set of 5), Wireless Mouse",0.18269,0.016776,0.012919,0.0707154195631944,4.215272983023038,1.0,0.00985419256,1.0580440273073728,0.9332657623231704,0.0692533248993551,0.0548597466733872,0.4204018204158366
Wet Wipes,"SD Card, Diapers",0.182792,0.016689,0.012857,0.0703367762265307,4.214559064445486,1.0,0.009806384312,1.0577066779180275,0.9333330737945484,0.0688925325788751,0.054558299690058,0.4203622283673249
"SD Card, Diapers",Wet Wipes,0.016689,0.182792,0.012857,0.7703876805081192,4.214559064445486,1.0,0.009806384312,3.559077325678498,0.7756724521229755,0.0688925325788751,0.7190283018620954,0.4203622283673249
"Garlic Bread, Laptop",Wireless Mouse,0.016575,0.18271,0.012761,0.7698944193061841,4.213750858224421,1.0,0.00973258175,3.551804339276351,0.7755362586481304,0.0684147884454547,0.718452959544573,0.4198686698906269
Wireless Mouse,"Garlic Bread, Laptop",0.18271,0.016575,0.012761,0.0698429204750697,4.213750858224421,1.0,0.00973258175,1.0572676611807073,0.9331837477040432,0.0684147884454547,0.0541657172382945,0.4198686698906269
SD Card,"Blue Pens, DSLR Camera",0.182546,0.016614,0.012775,0.0699823606104762,4.212252354067429,1.0,0.009742180756,1.0573842455778666,0.9328932508154034,0.0685409233575663,0.0542700024308626,0.4194560894180345
"Blue Pens, DSLR Camera",SD Card,0.016614,0.182546,0.012775,0.7689298182255928,4.212252354067428,1.0,0.009742180756,3.537687094555873,0.7754811635024851,0.0685409233575663,0.7173294377733705,0.4194560894180345
"Large Fries, Pasta",Garlic Bread,0.016833,0.182775,0.012958,0.7697974217311234,4.211721634420043,1.0,0.009881348425,3.5500254000000004,0.7756234742482407,0.0694240557192606,0.7183118746136296,0.420346666001658
Garlic Bread,"Large Fries, Pasta",0.182775,0.016833,0.012958,0.0708959102721926,4.211721634420043,1.0,0.009881348425,1.0582322057538538,0.933118057213399,0.0694240557192606,0.0549885322353095,0.420346666001658
"SD Card, Pasta",Garlic Bread,0.016644,0.182775,0.012811,0.7697068012496996,4.211225830938036,1.0,0.0097688929,3.5486284633446386,0.7754459732510407,0.0686519334648032,0.7182009865700384,0.4198992219899161
Garlic Bread,"SD Card, Pasta",0.182775,0.016644,0.012811,0.0700916427301326,4.211225830938036,1.0,0.0097688929,1.0574762473229626,0.9330838514145436,0.0686519334648032,0.0543522821136319,0.4198992219899161
Notebooks (Set of 5),"Large Fries, Blue Pens",0.108758,0.028157,0.012891,0.1185292116442009,4.209582400262844,1.0,0.009828700994,1.1025243409515266,0.8554878981535841,0.1039395600851448,0.0929905464609004,0.2881774871659936
"Large Fries, Blue Pens",Notebooks (Set of 5),0.028157,0.108758,0.012891,0.4578257626877863,4.209582400262844,1.0,0.009828700994,1.6438294899777282,0.7845369522918789,0.1039395600851448,0.3916643994423358,0.2881774871659936
"Large Fries, Laptop",Wireless Mouse,0.016641,0.18271,0.012796,0.7689441740280032,4.208550019309305,1.0,0.00975552289,3.5371971105331608,0.7752900743053207,0.0685910321352952,0.7172902813297645,0.4194893274496646
Wireless Mouse,"Large Fries, Laptop",0.18271,0.016641,0.012796,0.0700344808713261,4.208550019309305,1.0,0.00975552289,1.0574144737337712,0.9328249118168654,0.0685910321352952,0.054297037878665,0.4194893274496646
"SD Card, Laptop",Wireless Mouse,0.016562,0.18271,0.012734,0.7688684941432194,4.208135811631654,1.0,0.00970795698,3.536038918495298,0.7752040128884731,0.0682649111709142,0.7171976827603659,0.4192818197277314
Wireless Mouse,"SD Card, Laptop",0.18271,0.016562,0.012734,0.0696951453122434,4.208135811631653,1.0,0.00970795698,1.0571136924036335,0.932796295105794,0.0682649111709142,0.0540279563248963,0.4192818197277314
"Wet Wipes, DSLR Camera",SD Card,0.016655,0.182546,0.012794,0.768177724407085,4.208132330519896,1.0,0.0097536963699999,3.5262098860398865,0.7752771280143193,0.0686347615701127,0.7164093935647572,0.4191320841859469
SD Card,"Wet Wipes, DSLR Camera",0.182546,0.016655,0.012794,0.0700864439648088,4.208132330519896,1.0,0.0097536963699999,1.0574585063504407,0.9326089143208558,0.0686347615701127,0.0543364169897735,0.4191320841859469
SD Card,"Large Fries, DSLR Camera",0.182546,0.016591,0.01274,0.069790628115653,4.20653535746206,1.0,0.0097113793139999,1.057191025723473,0.9324985521247328,0.0683487395183398,0.0540971539976276,0.4188384157394611
"Large Fries, DSLR Camera",SD Card,0.016591,0.182546,0.01274,0.7678862033632692,4.20653535746206,1.0,0.0097113793139999,3.5217811773565297,0.7751349351374366,0.0683487395183398,0.7160527728328068,0.4188384157394611
Blue Pens,"Notebooks (Set of 5), Wet Wipes",0.18269,0.016889,0.012975,0.0710219497509442,4.205219358810126,1.0,0.00988954859,1.0582715057007337,0.9325718230364666,0.0695322715483055,0.0550629071904843,0.4196367372059831
"Notebooks (Set of 5), Wet Wipes",Blue Pens,0.016889,0.18269,0.012975,0.768251524661022,4.205219358810126,1.0,0.00988954859,3.5267114435360245,0.7752942207806998,0.0695322715483055,0.7164497249036742,0.4196367372059831
Garlic Bread,"Blue Pens, Pasta",0.182775,0.016838,0.012935,0.0707700724935029,4.202997534950883,1.0,0.00985743455,1.0580395345619409,0.9325149977042312,0.069290435937818,0.0548557333313359,0.4194864734720752
"Blue Pens, Pasta",Garlic Bread,0.016838,0.182775,0.012935,0.7682028744506474,4.202997534950882,1.0,0.00985743455,3.5256045477837565,0.7751261429945832,0.069290435937818,0.7163607017047293,0.4194864734720752
"Blue Pens, Wet Wipes",Notebooks (Set of 5),0.028399,0.108758,0.012975,0.4568822845874855,4.200907377732999,1.0,0.009886381558,1.6409739080653527,0.7842274652261917,0.1044837416050635,0.3906057889860279,0.2880919266038624
Notebooks (Set of 5),"Blue Pens, Wet Wipes",0.108758,0.028399,0.012975,0.1193015686202394,4.200907377732999,1.0,0.009886381558,1.1032164534207531,0.8549374798777808,0.1044837416050635,0.0935595667565589,0.2880919266038624
"Pasta, Wet Wipes",Garlic Bread,0.016618,0.182775,0.012759,0.7677819232157901,4.200694423284312,1.0,0.00972164505,3.519213539777144,0.7748200819176871,0.0683637493704255,0.7158456033721314,0.4187945315709644
Garlic Bread,"Pasta, Wet Wipes",0.182775,0.016618,0.012759,0.0698071399261387,4.200694423284312,1.0,0.00972164505,1.0571807656338228,0.9323553755653328,0.0683637493704255,0.0540879738760102,0.4187945315709644
"Burger, SD Card",Large Fries,0.016736,0.182826,0.012847,0.767626673040153,4.198673454761101,1.0,0.009787224064,3.5166428552327083,0.7747965319265329,0.0688053986021476,0.7156378850038705,0.4189478359895174
Large Fries,"Burger, SD Card",0.182826,0.016736,0.012847,0.0702689989388817,4.198673454761101,1.0,0.009787224064,1.0575790189611658,0.9322733434595452,0.0688053986021476,0.0544441766797948,0.4189478359895174
"Wireless Mouse, Diapers",Wet Wipes,0.016762,0.182792,0.01286,0.7672115499343755,4.197183410293532,1.0,0.009796040496,3.5105178103536656,0.7747310255877605,0.068882770737142,0.7151417386202478,0.4187823691288578
Wet Wipes,"Wireless Mouse, Diapers",0.182792,0.016762,0.01286,0.0703531883233401,4.197183410293532,1.0,0.009796040496,1.057646826354071,0.9321310904162204,0.068882770737142,0.0545047977431102,0.4187823691288578
Wet Wipes,"Blue Pens, Diapers",0.182792,0.016759,0.012849,0.0702930106350387,4.194343972494703,1.0,0.009785588872,1.0575815942521904,0.9319337219533372,0.0688209017578815,0.0544464791796098,0.4184927670276452
"Blue Pens, Diapers",Wet Wipes,0.016759,0.182792,0.012849,0.7666925234202517,4.194343972494703,1.0,0.009785588872,3.5027081514066483,0.7745646215424731,0.0688209017578815,0.7145066169448313,0.4184927670276452
"Garlic Bread, Burger",Large Fries,0.016844,0.182826,0.012916,0.7668012348610781,4.194158570778106,1.0,0.009836478856,3.504195228105906,0.7746208678150991,0.0691604999089711,0.7146277718834397,0.4187238209136322
Large Fries,"Garlic Bread, Burger",0.182826,0.016844,0.012916,0.0706464069661864,4.194158570778106,1.0,0.009836478856,1.057892289188394,0.9319595996906676,0.0691604999089711,0.054724181072166,0.4187238209136322
"Blue Pens, Laptop",Wireless Mouse,0.016735,0.18271,0.012818,0.7659396474454735,4.192105782088958,1.0,0.0097603481499999,3.4917917155986715,0.7744162572191894,0.0686824521639419,0.7136140751085581,0.4180472688543661
Wireless Mouse,"Blue Pens, Laptop",0.18271,0.016735,0.012818,0.0701548902632587,4.192105782088958,1.0,0.0097603481499999,1.057450310491371,0.9316844708177346,0.0686824521639419,0.0543290875432957,0.4180472688543661
"SD Card, Wireless Mouse",DSLR Camera,0.028137,0.108524,0.0128,0.4549170131854853,4.191856300776652,1.0,0.009746460212,1.6354867452565691,0.7834871829285609,0.1033416491066599,0.3885612323668672,0.286431636960219
DSLR Camera,"SD Card, Wireless Mouse",0.108524,0.028137,0.0128,0.1179462607349526,4.191856300776652,1.0,0.009746460212,1.1018183549788976,0.8541365152426986,0.1033416491066599,0.0924093835601855,0.286431636960219
"SD Card, Wireless Mouse",Laptop,0.028137,0.108038,0.012734,0.4525713473362477,4.1890015303527255,1.0,0.009694134794,1.629366668441213,0.7833199009197784,0.1031585939841705,0.3862646024564362,0.2852186416978912
Laptop,"SD Card, Wireless Mouse",0.108038,0.028137,0.012734,0.1178659360595346,4.189001530352725,1.0,0.009694134794,1.101718026462688,0.8534888581213085,0.1031585939841705,0.0923267333559716,0.2852186416978912
"Wireless Mouse, DSLR Camera",SD Card,0.016741,0.182546,0.0128,0.7645899289170301,4.188478131084932,1.0,0.009743997414,3.4724682603400168,0.7742108620096536,0.0686374921576302,0.7120204059396983,0.4173546206547615
SD Card,"Wireless Mouse, DSLR Camera",0.182546,0.016741,0.0128,0.0701193123924928,4.188478131084932,1.0,0.009743997414,1.0574033992789225,0.9312448137372256,0.0686374921576302,0.054287133290916,0.4173546206547615
Pasta,"Garlic Bread, Large Fries",0.108627,0.028482,0.012958,0.1192889428963333,4.188222136659411,1.0,0.009864085786,1.1031063958649092,0.8540029874922203,0.1043729007418385,0.0934691306762544,0.2871214744676175
"Garlic Bread, Large Fries",Pasta,0.028482,0.108627,0.012958,0.4549540060389018,4.188222136659411,1.0,0.009864085786,1.635408772610152,0.7835523427974601,0.1043729007418385,0.3885320803287757,0.2871214744676175
Large Fries,"Burger, Wet Wipes",0.182826,0.016968,0.012992,0.071062102764377,4.188006999315008,1.0,0.009889808432,1.0582322057538538,0.9315310321365736,0.0695495765569961,0.0550278147246244,0.4183693352105713
"Burger, Wet Wipes",Large Fries,0.016968,0.182826,0.012992,0.7656765676567656,4.188006999315008,1.0,0.009889808432,3.4873763661971826,0.774362319492318,0.0695495765569961,0.7132514833520959,0.4183693352105713
Notebooks (Set of 5),"SD Card, Blue Pens",0.108758,0.028308,0.01289,0.1185200169182956,4.186802915016804,1.0,0.009811278536,1.1023415376976675,0.8540377020679099,0.1038042777992526,0.092840135473273,0.2869341641748466
"SD Card, Blue Pens",Notebooks (Set of 5),0.028308,0.108758,0.01289,0.4553483114313975,4.186802915016804,1.0,0.009811278536,1.6363522205214682,0.7833287396277916,0.1038042777992526,0.3888846255353737,0.2869341641748466
"Wireless Mouse, Blue Pens",Notebooks (Set of 5),0.028387,0.108758,0.012919,0.4551026878500722,4.184544473510659,1.0,0.009831686654,1.6356146013705717,0.7832597568988221,0.1039959428783024,0.3886090285804217,0.2869446759098096
Notebooks (Set of 5),"Wireless Mouse, Blue Pens",0.108758,0.028387,0.012919,0.118786663969547,4.184544473510659,1.0,0.009831686654,1.1025854469892211,0.8538930640384264,0.1039959428783024,0.0930408135436095,0.2869446759098096
Laptop,"Large Fries, Wireless Mouse",0.108038,0.028305,0.012796,0.1184398082156278,4.184412938195649,1.0,0.00973798441,1.1022446442745848,0.8531953716743641,0.1035719199980574,0.0927603910852971,0.2852577066162047
"Large Fries, Wireless Mouse",Laptop,0.028305,0.108038,0.012796,0.4520756050167815,4.184412938195649,1.0,0.00973798441,1.6278924759816884,0.7831859277956655,0.1035719199980574,0.3857088138472059,0.2852577066162047
Blue Pens,"SD Card, Notebooks (Set of 5)",0.18269,0.016869,0.01289,0.0705566807159669,4.182623790145649,1.0,0.00980820239,1.0577632649587752,0.9310000168104304,0.069052708269718,0.0546088778768719,0.4173401104688378
"SD Card, Notebooks (Set of 5)",Blue Pens,0.016869,0.18269,0.01289,0.7641235402217086,4.182623790145649,1.0,0.00980820239,3.464991804473488,0.7739717532448197,0.069052708269718,0.7113990287916563,0.4173401104688378
Diapers,"SD Card, Wet Wipes",0.108594,0.028309,0.012857,0.118395123119141,4.182243213082095,1.0,0.009782812454,1.1021842386329217,0.8535884517999588,0.1036470341647453,0.0927106694609099,0.286280821300289
"SD Card, Wet Wipes",Diapers,0.028309,0.108594,0.012857,0.454166519481437,4.182243213082095,1.0,0.009782812454,1.6331097886357755,0.783061557084705,0.1036470341647453,0.3876712962235356,0.286280821300289
"Burger, Blue Pens",Large Fries,0.016768,0.182826,0.01282,0.7645515267175572,4.181853383641043,1.0,0.009754373632,3.4707126727456936,0.7738474522382575,0.0686391039438037,0.7118747374703027,0.4173364221272251
Large Fries,"Burger, Blue Pens",0.182826,0.016768,0.01282,0.070121317536893,4.181853383641043,1.0,0.009754373632,1.0573766433655285,0.931101060678786,0.0686391039438037,0.0542632029235144,0.4173364221272251
Large Fries,"Burger, Wireless Mouse",0.182826,0.016842,0.012874,0.0704166803408705,4.181016526592481,1.0,0.009794844508,1.0576330052485408,0.9310424892185344,0.0689208432819041,0.0544924420498745,0.4174076039158337
"Burger, Wireless Mouse",Large Fries,0.016842,0.182826,0.012874,0.7643985274907968,4.18101652659248,1.0,0.009794844508,3.468458797379033,0.7738570149301198,0.0689208432819041,0.7116875077900138,0.4174076039158337
"Wireless Mouse, Blue Pens",Laptop,0.028387,0.108038,0.012818,0.4515447211751858,4.179499076021269,1.0,0.009751125294,1.62631673800501,0.782962843601272,0.1036996286618071,0.3851136272343282,0.2850940807231008
Laptop,"Wireless Mouse, Blue Pens",0.108038,0.028387,0.012818,0.1186434402710157,4.179499076021269,1.0,0.009751125294,1.1024062727788275,0.8528803663832794,0.1036996286618071,0.0928934053692321,0.2850940807231008
"Large Fries, Wet Wipes",Diapers,0.028544,0.108594,0.012955,0.4538607062780269,4.179427097979878,1.0,0.009855292864,1.6321953213163127,0.7830851389805061,0.1043218475958867,0.387328227853556,0.2865791366813822
Diapers,"Large Fries, Wet Wipes",0.108594,0.028544,0.012955,0.1192975670847376,4.179427097979878,1.0,0.009855292864,1.1030467995692133,0.8534077140757933,0.1043218475958867,0.093420151900588,0.2865791366813822
"Large Fries, Blue Pens",Burger,0.028157,0.109005,0.01282,0.4553041872358561,4.176911033767773,1.0,0.009750746215,1.63576620036513,0.7826250004528844,0.1031027327853822,0.3886656908690352,0.2864567356068276
Burger,"Large Fries, Blue Pens",0.109005,0.028157,0.01282,0.1176092839777991,4.176911033767772,1.0,0.009750746215,1.101374915163487,0.853639614492935,0.1031027327853822,0.0920439659263884,0.2864567356068276
"Large Fries, Wet Wipes",Burger,0.028544,0.109005,0.012992,0.4551569506726457,4.175560301570072,1.0,0.00988056128,1.6353241563786007,0.7828570540158379,0.1043056592564047,0.3885004412736836,0.2871720719603309
Burger,"Large Fries, Wet Wipes",0.109005,0.028544,0.012992,0.1191871932480161,4.175560301570072,1.0,0.00988056128,1.1029085777967569,0.8535526936357778,0.1043056592564047,0.0933065349825583,0.2871720719603309
"Garlic Bread, Wireless Mouse",Laptop,0.028297,0.108038,0.012761,0.4509665335547938,4.174147369951257,1.0,0.0097038487139999,1.6246040624356335,0.7825746306143201,0.1032660592033923,0.3844654072200316,0.2845411908411522
Laptop,"Garlic Bread, Wireless Mouse",0.108038,0.028297,0.012761,0.1181158481275106,4.174147369951256,1.0,0.0097038487139999,1.1018488062596428,0.852536449189345,0.1032660592033923,0.0924344662180838,0.2845411908411522
Pasta,"Garlic Bread, Blue Pens",0.108627,0.028536,0.012935,0.1190772091653088,4.172876687878778,1.0,0.009835219928,1.1027799599548551,0.8530179452388958,0.1041230640435328,0.0932007868179457,0.2861821425697584
"Garlic Bread, Blue Pens",Pasta,0.028536,0.108627,0.012935,0.453287075974208,4.172876687878778,1.0,0.009835219928,1.6304224042048587,0.7826920656879002,0.1041230640435328,0.3866620101508661,0.2861821425697584
Burger,"Large Fries, Wireless Mouse",0.109005,0.028305,0.012874,0.1181046740975184,4.172572835100458,1.0,0.009788613475,1.101825773943889,0.8533602475481634,0.1034588061332733,0.0924154946742737,0.2864679879938219
"Large Fries, Wireless Mouse",Burger,0.028305,0.109005,0.012874,0.4548313018901254,4.172572835100458,1.0,0.009788613475,1.634347318709092,0.7824880376704375,0.1034588061332733,0.3881349523736109,0.2864679879938219
Diapers,"Garlic Bread, Wet Wipes",0.108594,0.028396,0.012866,0.1184780006261856,4.172348240110777,1.0,0.009782364776,1.102189169062343,0.8529523168965566,0.103654410106023,0.0927147280437149,0.2857849927063876
"Garlic Bread, Wet Wipes",Diapers,0.028396,0.108594,0.012866,0.4530919847865897,4.172348240110777,1.0,0.009782364776,1.62990114462331,0.7825480473479853,0.103654410106023,0.386465858190981,0.2857849927063876
"Garlic Bread, SD Card",DSLR Camera,0.028511,0.108524,0.012909,0.4527726140787766,4.172096624514178,1.0,0.009814872236,1.6290778256633769,0.782625802772411,0.1039991621416947,0.3861557844280458,0.2858616304701502
DSLR Camera,"Garlic Bread, SD Card",0.108524,0.028511,0.012909,0.1189506468615237,4.172096624514177,1.0,0.009814872236,1.102649921414004,0.8528691277270132,0.1039991621416947,0.0930938454902976,0.2858616304701502
"Garlic Bread, Blue Pens",Notebooks (Set of 5),0.028536,0.108758,0.012944,0.4536024670591534,4.170750354540847,1.0,0.009840481712,1.631123762955362,0.7825663021082083,0.1040932850824286,0.386925736286164,0.2863094995881655
Notebooks (Set of 5),"Garlic Bread, Blue Pens",0.108758,0.028536,0.012944,0.1190165321171776,4.170750354540846,1.0,0.009840481712,1.1027040068465983,0.8530062430981131,0.1040932850824286,0.0931383274286824,0.2863094995881655
Burger,"Large Fries, SD Card",0.109005,0.028259,0.012847,0.1178569790376588,4.17059977485611,1.0,0.009766627705,1.101568540371056,0.8532329961281782,0.1032575934156907,0.0922035594234048,0.2862366037479246
"Large Fries, SD Card",Burger,0.028259,0.109005,0.012847,0.4546162284581903,4.17059977485611,1.0,0.009766627705,1.633702809823514,0.7823343189031092,0.1032575934156907,0.387893566695874,0.2862366037479246
Diapers,"Blue Pens, Wet Wipes",0.108594,0.028399,0.012849,0.1183214542239902,4.166395092221214,1.0,0.0097650389939999,1.1019900673037757,0.852568140995594,0.1035007732955277,0.0925508045215991,0.2853834814343304
"Blue Pens, Wet Wipes",Diapers,0.028399,0.108594,0.012849,0.4524455086446705,4.166395092221214,1.0,0.0097650389939999,1.6279767841800643,0.7821979972152338,0.1035007732955277,0.3857406262069927,0.2853834814343304
Blue Pens,"Garlic Bread, Notebooks (Set of 5)",0.18269,0.017006,0.012944,0.0708522633970113,4.166309737563879,1.0,0.00983717386,1.0579523161665076,0.9298545706309396,0.0693111720356408,0.0547778149174983,0.4159976946762782
"Garlic Bread, Notebooks (Set of 5)",Blue Pens,0.017006,0.18269,0.012944,0.7611431259555451,4.166309737563879,1.0,0.00983717386,3.421756243229936,0.7731272409825221,0.0693111720356408,0.7077524145740847,0.4159976946762782
"SD Card, Wet Wipes",DSLR Camera,0.028309,0.108524,0.012794,0.4519410788088593,4.164434399845743,1.0,0.009721794084,1.6266061285207865,0.7820092524362052,0.1031449785954417,0.3852230220542778,0.2849160261170462
DSLR Camera,"SD Card, Wet Wipes",0.108524,0.028309,0.012794,0.1178909734252331,4.164434399845743,1.0,0.009721794084,1.1015543098715137,0.8523744357772823,0.1031449785954417,0.0921918319972431,0.2849160261170462
"Wireless Mouse, Wet Wipes",Laptop,0.028492,0.108038,0.012811,0.44963498525902,4.161822555573225,1.0,0.009732781304,1.620673509597602,0.7820014394504139,0.1035491719137723,0.3829725764763746,0.2841068167562062
Laptop,"Wireless Mouse, Wet Wipes",0.108038,0.028492,0.012811,0.1185786482533923,4.161822555573225,1.0,0.009732781304,1.1022061107038972,0.851741054481685,0.1035491719137723,0.0927286736222371,0.2841068167562062
"Garlic Bread, Large Fries",Burger,0.028482,0.109005,0.012916,0.4534793904922407,4.160170547151422,1.0,0.00981131959,1.630304483489657,0.781895177689095,0.1036838429490009,0.386617647116135,0.2859846840081037
Burger,"Garlic Bread, Large Fries",0.109005,0.028482,0.012916,0.1184899775239667,4.160170547151421,1.0,0.00981131959,1.1021065844165303,0.8525583636700028,0.1036838429490009,0.0926467420304788,0.2859846840081037
DSLR Camera,"SD Card, Blue Pens",0.108524,0.028308,0.012775,0.1177158969444546,4.158396811659414,1.0,0.009702902608,1.1013368558209486,0.8519833501306775,0.1029768574123185,0.0920125893230104,0.2845008762664904
"SD Card, Blue Pens",DSLR Camera,0.028308,0.108524,0.012775,0.4512858555885262,4.158396811659413,1.0,0.009702902608,1.6246637872915728,0.7816496472556077,0.1029768574123185,0.3844880351109016,0.2845008762664904
Diapers,"Wireless Mouse, Wet Wipes",0.108594,0.028492,0.01286,0.1184227489548225,4.156350868834148,1.0,0.009765939752,1.1020111951030982,0.8519174599489636,0.1035210020446605,0.0925682021710809,0.284888757602499
"Wireless Mouse, Wet Wipes",Diapers,0.028492,0.108594,0.01286,0.4513547662501755,4.156350868834148,1.0,0.009765939752,1.6247402604913002,0.7816758434343988,0.1035210020446605,0.3845170059997077,0.284888757602499
"Large Fries, SD Card",DSLR Camera,0.028259,0.108524,0.01274,0.4508298241268269,4.154194686215279,1.0,0.009673220284,1.623314664862427,0.7813599067476388,0.1027063195827253,0.3839764885726894,0.2841116058822922
